StaffId;TeamId;First Name;Last Name;Nick Name;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
2039;89;Scott;Corcoran;;1982-1-1;Hartford;CT;The United States;;;0
2040;-1;Bill;Burke;;1951-4-23;Mississauga;ON;Canada;;;1
2041;94;Jim;Waters;;1958-10-5;Ottawa;ON;Canada;;;0
2042;94;Ian;Carruthers;;1977-1-1;Erie;PA;The United States;;;0
2043;94;Tim;Wilson;;1978-1-1;Detroit;MI;The United States;;;0
2044;80;Dustin;Tylka;;1982-6-11;Charlotte;NC;The United States;;;0
2045;81;Joe;Williamson;;1977-3-3;Bonney Lake;WA;The United States;;;0
2046;-1;Charles;McGahey;;1960-10-23;Livingston Manor;NY;The United States;;;1
2047;-1;Robbie;Thwaites;;1959-7-3;Boca Raton;FL;The United States;;;1
2048;89;Ed;Stanisz;;1985-1-1;Barrie;ON;Canada;;;0
2049;89;Frank;Carnevale;;1962-7-2;Toronto;ON;Canada;;;0
2050;90;Andrew;Sachkiw;;1985-1-1;Winnipeg;MB;Canada;;;0
2051;-1;Russell;Clark;;1959-3-10;Fort Saskatchewan;AB;Canada;;;1
2052;94;Andrew;Kupniewski;;1982-1-1;Erie;PA;The United States;;;0
2053;89;Chris;Morrison;;1986-1-1;Toronto;ON;Canada;;;0
2054;71;Wes;Wolfe;;1989-10-10;Niagara Falls;ON;Canada;;;0
2055;-1;Ryan;Berard;;1987-4-8;St. Catharines;ON;Canada;;;0
2056;95;Luca;Caputi;;1988-10-1;Toronto;ON;Canada;;;0
2057;95;Randall;Paquette;;1970-1-1;Northlake;TX;The United States;;;0
2058;86;Kevin;Thacker;;1970-1-1;Yellowknife;NT;Canada;;;0
2059;84;Steve;Staios;;1973-7-28;Hamilton;ON;Canada;;;0
2060;84;Nick;Grainger;;1970-1-1;Mirabel;QC;Canada;;;0
2061;84;JP;Laciak;;1970-1-1;Surrey;BC;Canada;;;0
2062;84;Matt;Turek;;1973-2-14;Toronto;ON;Canada;;;0
2063;84;Trevor;Gallant;;1975-1-10;London;ON;Canada;;;0
2064;84;Bob;Marshall;;1970-1-1;Montreal;QC;Canada;;;0
2065;84;Derek;Langlois;;1970-1-1;Delson;QC;Canada;The United States;;0
2066;84;Justin;Collins;;1970-1-1;Saint-Esprit;QC;Canada;;;0
2067;85;Paul;Mangan;;1987-2-11;Gananoque;ON;Canada;;;0
2068;85;Craig;Nelson;;1976-7-8;Brampton;ON;England;Canada;;0
2069;85;Jake;Gilmour;;1970-1-1;Toronto;ON;Canada;;;0
2070;85;Adam;Dewan;;1979-10-18;Ottawa;ON;Canada;;;0
2071;85;Jack;Walchessen;;1990-4-11;Toms River;NJ;The United States;;;0
2072;85;Brock;Wilson;;1984-10-15;St. Louis;MO;The United States;;;0
2073;85;Dan;McDonald;;1984-2-15;Temiskaming Shores;ON;Canada;;;0
2074;-1;Billy;Smith;;1950-12-12;Perth;ON;Canada;;;1
2075;89;Jimmy;Mcknight;;1985-1-1;Barrie;ON;Canada;;;0
2076;95;Bob;McKinnon;;1970-1-1;Midland;ON;Canada;;;0
2077;95;Cameron;Finbow;;1970-1-1;Toronto;ON;Canada;;;0
2078;95;Clair;Cornish;;1970-1-1;Cornwall;ON;Canada;;;0
2079;95;Justin;Berry;;1980-12-16;London;ON;Canada;;;0
2080;95;Chad;Drown;;1970-1-1;Brampton;ON;Canada;;;0
2081;85;Ryan;Bennett;;1970-1-1;Whitby;ON;Canada;;;0
2082;96;Andreas;Karlsson;;1975-8-17;Ludvika;DAL;Sweden;;;0
2083;96;Matthew;Barnaby;;1973-5-4;Ottawa;ON;Canada;;;0
2084;96;Kain;Tisi;;1985-3-1;Mississauga;ON;Canada;;;0
2085;96;Kenneth;Kerto;;1970-1-1;Saint-Lambert;QC;Canada;;;0
2086;96;Dan;Lebold;;1970-1-1;Brampton;ON;Canada;;;0
2087;97;Rick;Steadman;;1984-6-9;Lambton Shores;ON;Canada;;;0
2088;97;Doug;Stacey;;1970-1-1;Montreal;QC;Canada;;;0
2089;97;Dave;Rook;;1967-6-26;Hamilton;ON;Canada;Scotland;;0
2090;70;Jamie;Baker;;1968-3-22;Winnipeg;MB;Canada;;;0
2091;86;Greg;Nemisz;;1990-6-6;Windsor;ON;Canada;;;0
2092;97;Lorry;Greenspan;;1970-1-1;Abbotsford;BC;Canada;Israel;;0
2093;97;Mike;Camilleri;;1970-1-1;Maskwacis;AB;Canada;;;0
2094;97;Ryan;Minicola;;1970-1-1;Kingston;ON;Canada;;;0
2095;97;Jay;De Gennaro;;1970-1-1;Thornhill;ON;Canada;;;0
2096;97;Brendan;Ross;;1970-1-1;Richmond;BC;Canada;;;0
2097;97;Bill;Sullivan;;1989-7-25;Turtle Creek;PA;The United States;;;0
2098;97;Daren;Machesney;;1986-12-13;Hamilton;ON;Canada;;;0
2099;91;James;Richmond;;1964-11-4;Mississauga;ON;Canada;;;0
2100;79;Jeff;Kyrzakos;;1985-2-6;Mississauga;ON;Canada;;;0
2101;91;Michael;Doyle;;1970-1-1;Drummondville;QC;Canada;;;0
2102;91;Brendan;Taylor;;1989-4-1;Oakville;ON;Canada;;;0
2103;81;Ryan;Daniels;;1988-6-22;Pickering;ON;Canada;;;0
2104;91;Binne;Brouwer;;1980-1-1;Burlington;ON;Canada;;;0
2105;91;Steve;McKirdy;;1970-1-1;Toronto;ON;Canada;The United States;;0
2106;91;Paul;Aguanno;;1985-1-1;Mississauga;ON;Canada;;;0
2107;92;Ryan;Ludzik;;1988-10-14;Niagara Falls;ON;Canada;;;0
2108;92;Jay;McKnight;;1970-1-1;Mississauga;ON;Canada;;;0
2109;92;Darryl;Boulley;;1970-1-1;Montreal;QC;Canada;;;0
2110;92;Matt;Milne;;1989-7-24;Newmarket;ON;Canada;;;0
2111;92;Kenny;Fleck;;1970-1-1;Ottawa;ON;Canada;;;0
2112;92;Nathan;Martine;;1988-5-24;Port Colborne;ON;Hungary;Canada;;0
2113;92;Mark;Seidel;;1970-8-25;Espanola;ON;Canada;;;0
2114;92;Steve;Spade;;1987-12-10;Rochester;NY;The United States;;;0
2115;83;Rich;Lisk;;1970-1-1;St. Charles;MO;The United States;;;0
2116;92;Rob;Hubbert;;1970-1-1;Lake Country;BC;Canada;;;0
2117;90;Scott;Wray;;1979-12-19;Ottawa;ON;Canada;;;0
2118;90;Adam;Dennis;;1985-2-8;Toronto;ON;Canada;Italy;;0
2119;-1;Bill;Houlder;;1967-3-11;Thunder Bay;ON;Canada;;;0
2120;90;Mark;Davis;;1970-1-1;Lambton Shores;ON;Canada;;;0
2121;90;Brayden;Abraham;;1990-11-8;Halton Hills;ON;Canada;;;0
2122;90;Jeff;Bateman;;1981-8-29;Belleville;ON;Canada;;;0
2123;90;Gord;Pell;;1971-6-23;Toronto;ON;Canada;;;0
2124;90;Ken;Peroff;;1989-9-22;Powassan;ON;Canada;;;0
2125;-1;Nathan;McIver;;1985-1-6;Summerside;PE;Canada;;;0
2126;-1;Zac;Bierk;;1976-9-17;Peterborough;ON;Canada;;;0
2127;86;Anthony;Cornacchia;;1977-5-12;Toronto;ON;Canada;;;0
2128;-1;Bryan;Boyes;;1960-1-1;Oshawa;ON;Canada;;;1
2129;86;Logan;Graves;;1970-1-1;Toronto;ON;Canada;;;0
2130;86;Tony;Ciampa;;1970-1-1;Granby;QC;Canada;;;0
2131;87;Jan;Egert;;1988-1-1;Uster;ZH;Switzerland;;;0
2132;87;Mike;Eastwood;;1967-7-1;Ottawa;ON;Canada;;;0
2133;87;Brad;Brown;;1975-12-27;Baie Verte;NL;Canada;;;0
2134;87;Dan;Marynowski;;1985-1-1;Ottawa;ON;Canada;;;0
2135;87;Paul;Schonfelder;;1981-4-24;Hamilton;ON;Canada;;;0
2136;88;Mike;Duco;;1987-7-8;Toronto;ON;Canada;;;0
2137;88;Derrick;Walser;;1978-5-12;New Glasgow;NS;Canada;;;0
2138;88;Brian;Miller;;1970-1-1;Peterborough;ON;Canada;;;0
2139;88;Dave;Pulford;;1992-1-1;Burlington;ON;Canada;;;0
2140;93;Dario;Zulich;;1964-1-1;Sudbury;ON;Canada;;;0
2141;93;Ken;MacKenzie;;1970-1-1;Sudbury;ON;Canada;;;0
2142;93;Jordan;Smith;;1985-11-4;Sault Ste. Marie;ON;Canada;;;0
2143;93;Darryl;Moxam;;1976-6-5;Lively;ON;Canada;;;0
2144;93;Alain;Valiquette;;1990-12-21;Sudbury;ON;Canada;;;0
2145;93;Dan;Buckland;;1970-1-1;Sudbury;ON;Canada;;;0
2146;93;Phil;Ryan;;1970-1-1;Prichard;AL;The United States;;;0
2147;93;Jeffrey;Ricciardi;;1971-6-21;Thunder Bay;ON;Canada;Italy;;0
2148;93;Ryan;Yessie;;1984-11-7;Sarnia;ON;Canada;;;0
2149;87;Andy;Chiodo;;1983-4-25;Toronto;ON;Canada;;;0
2150;-1;Jim;Hammett;;1950-1-14;Kelowna;BC;Canada;;;1
2151;81;Kyle;Hagel;;1985-1-21;Hamilton;ON;Canada;;;0
2152;81;Castan;Sommer;;1991-10-27;Shrewsbury;MA;The United States;;;0
2153;-1;Ian;Gordon;;1975-5-15;North Battleford;SK;Canada;Germany;;0
2154;-1;Jared;Crooks;;1970-1-1;Vermilion;AB;Canada;;;0
2155;81;Matko;Malbasa;;1980-9-13;Winnipeg;MB;Canada;;;0
2156;82;Byron;Bonora;;1968-1-1;Brooks;AB;Canada;;;0
2157;82;George;Ross;;1970-1-1;Minneapolis;MN;The United States;;;0
2158;-1;Eli;Wilson;;1970-1-1;Abbotsford;BC;Canada;;;0
2159;-1;Greg;Walters;;1970-8-12;Calgary;AB;Canada;;;0
2160;-1;Jordan;Maletta;;1995-4-30;St. Catharines;ON;Canada;;;0
2161;-1;Andy;Moog;;1960-2-18;Penticton;BC;Canada;;;1
2162;82;Adam;Maglio;;1986-6-27;Nelson;BC;Canada;;;0
2163;82;Lucas;Gore;;1990-10-22;Kamloops;BC;Canada;;;0
2164;80;Rob;Renfrow;;1965-10-10;North Charleston;SC;The United States;;;0
2165;80;John;Gaston;;1983-12-6;Dracut;MA;The United States;;;0
2166;81;Dan;Russel;;1966-2-15;Des Moines;IA;The United States;;;0
2167;81;Chris;Alexander;;1989-3-4;Pueblo;CO;The United States;;;0
2168;82;Bruno;Olson;;1967-4-22;Henderson;NV;The United States;;;0
2169;82;Dave;Goble;;1973-9-22;Fort Worth;TX;The United States;;;0
2170;83;John;Rodgers;;1968-6-7;Vancouver;WA;The United States;;;0
2171;83;Sean;Hinsberg;;1973-4-10;Juno Beach;FL;The United States;;;0
2172;84;Vance;Gabriel;;1970-7-17;Maskwacis;AB;Canada;;;0
2173;84;Ryan;McConnell;;1985-3-8;Kamloops;BC;Canada;;;0
2174;85;Rick;Delorme;;1986-2-2;Barrie;ON;Canada;;;0
2175;85;Braedan;Fidler;;1961-9-11;Kitchener;ON;Canada;;;0
2176;85;Théo;Meunier;;1981-11-23;Toronto;ON;Canada;;;0
2177;86;Kevin;Kruss;;1981-12-25;Calgary;AB;Canada;;;0
2178;86;Connor;Egli;;1988-11-6;Saint John;NB;Canada;;;0
2179;87;Gabryel;Fontaine;;1965-3-2;Saint-Jérôme;QC;Canada;;;0
2180;87;Maxime;Fafard;;1978-11-26;Linière;QC;Canada;;;0
2181;88;Corey;Reinprecht;;1970-2-27;Toronto;ON;Canada;;;0
2182;88;Andrew;Cole;;1974-5-23;London;ON;Canada;;;0
2183;89;Josh;Connolly;;1977-10-3;Burnaby;BC;Canada;;;0
2184;89;Chris;Ripplinger;;1984-11-30;Edmonton;AB;Canada;;;0
2185;90;Brayden;Fontaine;;1961-6-29;Thetford Mines;QC;Canada;;;0
2186;90;Bryan;Blatz;;1966-7-30;Surrey;BC;Canada;;;0
2187;91;Alex;Olsen;;1965-3-9;Abbotsford;BC;Canada;;;0
2188;91;Jaret;Daugulis;;1960-5-25;Winnipeg;MB;Canada;;;0
2189;92;Jace;Weaver;;1965-3-3;Edmonton;AB;Canada;;;0
2190;92;Chad;Richardson;;1989-10-26;London;ON;Canada;;;0
2191;93;Boone;Waseylenko;;1979-9-9;Caraquet;NB;Canada;;;0
2192;93;Taylor;Maynard;;1985-7-8;London;ON;Canada;;;0
2193;94;Spike;Baker;;1982-10-7;Centreville;MS;The United States;;;0
2194;94;Ira;Thomason;;1989-8-5;Wauwatosa;WI;The United States;;;0
2195;95;Matthew;Teichroeb;;1965-4-25;Toronto;ON;Canada;;;0
2196;95;Jeffrey;Stajan;;1985-2-27;Port Moody;BC;Canada;;;0
2197;96;Brennan;Mahon;;1989-2-27;Mississauga;ON;Canada;;;0
2198;96;Joe;Foy;;1971-4-19;Delta;BC;Canada;;;0
2199;96;Brock;McNeil;;1981-10-15;Lethbridge;AB;Canada;;;0
2200;97;Stefan;Borchert;;1984-8-14;Edmonton;AB;Canada;;;0
2201;97;James;Thomson;;1986-8-21;Markham;ON;Canada;;;0
2202;97;Colin;Verstraete;;1971-8-24;Toronto;ON;Canada;;;0
2203;-1;Marc;Labrecque;;1979-7-12;Sherbrooke;QC;Canada;;;0
2204;-1;Ryan;Severight;;1952-7-5;Ottawa;ON;Canada;;;1
2205;-1;Lance;Abercrombie;;1969-11-16;Nanaimo;BC;Canada;;;0
2206;-1;Pierre-Emmanuel;Börjesson;;1950-6-5;Dollard-des-Ormeaux;QC;Canada;;;1
2207;-1;Norm;Altmann;;1952-8-13;Heppner;OR;The United States;;;1
2208;-1;Brody;Northey;;1968-2-8;Charlottetown;PE;Canada;;;0
2209;-1;Jean-Marc;Gariépy;;1950-2-8;Saint-Jean-sur-Richelieu;QC;Canada;;;1
2210;-1;Tyler;Borrelli;;1950-11-27;Surrey;BC;Canada;;;1
2211;-1;Jason;Smith;;1960-8-1;Abbotsford;BC;Canada;;;0
2212;-1;Anthony;Lebel;;1964-9-21;Terrebonne;QC;Canada;;;0
2213;-1;Brett;McMahon;;1963-7-11;Brampton;ON;Canada;;;0
2214;82;Dan;Stewart;;1974-12-27;Toronto;ON;Canada;;;0
2215;-1;Trevor;Eirikson;;1968-11-27;Sturgeon Falls;ON;Canada;;;0
2216;-1;Jeff;Wilson;;1957-3-10;Richmond;BC;Canada;;;1
2217;-1;Kyle;Wilson;;1974-12-14;Burlington;ON;Canada;;;0
2218;83;Dustin;Krogh;;1968-8-22;London;ON;Canada;;;0
2219;-1;Marc-Antoine;Beauregard;;1967-9-11;Laval;QC;Canada;;;0
2220;-1;Jason;MacAuley;;1976-11-11;St. Catharines;ON;Canada;;;0
2221;-1;Kyle;Chemelyk;;1974-4-3;Pickering;ON;Canada;;;0
2222;92;Madison;Hrehoriak;;1964-5-2;Newmarket;ON;Canada;;;0
2223;-1;Remi;Piercy;;1976-8-26;Richmond;BC;Canada;;;0
2224;-1;Eduard;Heming;;1964-2-16;Hessisch Lichtenau;HES;Germany;;;0
2225;-1;Valerio;De gregorio;;1956-4-6;Halton Hills;ON;Canada;;;1
2226;86;Jason;Horning;;1978-1-19;South Riding;VA;The United States;;;0
2227;-1;Ashley;Mitchell;;1979-3-11;Mississauga;ON;Canada;;;0
2228;-1;Evan;Fluter;;1954-2-9;Regina;SK;Canada;;;1
2229;-1;Trevor;Fritsch;;1971-3-14;Vancouver;BC;Canada;;;0
2230;13;Markus;Käfer;;1979-1-27;Wetter;NOR;Germany;;;0
2231;-1;Mike;Lessard;;1972-1-24;Hinton;AB;Canada;;;0
2232;-1;William;Giguère;;1954-1-3;Montreal;QC;Canada;;;1
2233;-1;Ramiro;Huvilinna;;1962-6-23;Bangkok;BAN;Thailand;;;0
2234;15;Cam;Lyon;;1965-12-3;Calgary;AB;Canada;;;0
2235;-1;Charles-Olivier;Robillard;;1953-1-23;Montreal;QC;Canada;;;1
2236;-1;Mark;Morel;;1959-8-20;Sherbrooke;QC;Canada;;;1
2237;-1;Brandon;Robinson;;1976-4-5;Burnaby;BC;Canada;;;0
2238;23;John;McKechnie;;1974-6-3;Mississauga;ON;Canada;;;0
2239;-1;Johnny;Rymarchuk;;1965-4-10;Moosomin;SK;Canada;;;0
2240;-1;Brandon;Zajac;;1953-8-4;Prince Albert;SK;Canada;;;1
2241;-1;Dmitry;Pigalov;;1969-7-19;Ivanovo;IVA;Russia;;;0
2242;64;Rob;Cheveldae;;1971-3-24;Winnipeg;MB;Canada;;;0
2243;-1;Gabriel;Caron;;1958-4-10;Saint-Jérôme;QC;Canada;;;0
2244;-1;Alex;Donahue;;1952-3-12;Kitchener;ON;Canada;;;1
2245;-1;Nikita;Abayev;;1957-1-16;Reutov;MOS;Russia;;;1
2246;66;Mike;Matz;;1967-8-27;Charlottetown;PE;Canada;;;0
2247;-1;Ryan;Petersen;;1953-1-9;Canmore;AB;Canada;;;1
2248;-1;Michael;Gulayets;;1958-10-15;Lethbridge;AB;Canada;;;1
2249;-1;Serdar;Yalçinkaya;;1959-10-22;Istanbul;IST;Turkey;;;1
2250;-1;Chris;Hanni;;1956-12-12;Winnipeg;MB;Canada;;;1
2251;-1;Killian;Greene;;1976-3-21;Cornwall;ON;Canada;;;0
2252;-1;Jack;Wudrick;;1974-11-7;Toronto;ON;Canada;;;0
2253;-1;Evan;Bruton;;1960-1-20;Toronto;ON;Canada;;;1
2254;-1;Bill;Samuel;;1950-9-28;Welland;ON;Canada;;;1
2255;-1;Rod;Flemming;;1977-6-18;Grande Prairie;AB;Canada;;;0
2256;-1;Eric;Winther;;1953-7-30;Guelph;ON;Canada;;;1
2257;-1;Brett;Healey;;1955-3-25;Petrolia;ON;Canada;;;1
2258;73;Darin;Parks;;1977-1-20;Port Moody;BC;Canada;;;0
2259;-1;Brett;Fjellgaard;;1972-9-23;Crystal Beach;ON;Canada;;;0
2260;-1;Richard;Murphy;;1974-8-17;Ottawa;ON;Canada;;;0
2261;-1;Bo;Oreskovic;;1964-2-28;Montreal;QC;Canada;;;0
2262;75;Anthony;Genest;;1969-11-15;Quebec City;QC;Canada;;;0
2263;-1;Olivier;Dubreuil;;1973-9-20;Gatineau;QC;Canada;;;0
2264;-1;Renaud;Thibault;;1972-8-3;Montreal;QC;Canada;;;0
2265;-1;Eric;Singh;;1957-3-12;Creston;BC;Canada;;;1
2266;-1;Nick;Kloss;;1955-1-19;Sault Ste. Marie;ON;Canada;;;1
2267;-1;Matteo;Bolla;;1979-7-3;Toronto;ON;Canada;;;0
2268;-1;Jamie;Wright;;1966-3-18;Simcoe;ON;Canada;;;0
2269;-1;Sydney;Swallow;;1969-8-7;Calgary;AB;Canada;;;0
2270;-1;Jakub;Dusek;;1952-6-8;Ostrava;MOR;Czech Republic;;;1
2271;-1;Andrea;Ballarini;;1966-2-19;Grand Valley;ON;Canada;;;0
2272;-1;Jordan;Dewey;;1976-9-9;Halifax;NS;Canada;;;0
2273;-1;Brandon;Thomson;;1961-10-7;Toronto;ON;Canada;;;0
2274;76;Dawson;Grizzle;;1967-12-26;Palermo;CA;The United States;;;0
2275;-1;Félix-Antoine;Aubin;;1975-2-6;Cap-aux-Meules;QC;Canada;;;0
2276;-1;Nick;Horacek;;1973-7-29;Windsor;ON;Canada;;;0
2277;120;Kurt;Burns;;1971-2-14;100 Mile House;BC;Canada;;;0
2278;98;Curtis;Nemirovsky;;1963-6-4;Toronto;ON;Canada;;;0
2279;-1;Kyle;Henke;;1974-6-16;Oshawa;ON;Canada;;;0
2280;-1;James;Aird;;1958-9-8;Vaughan;ON;Canada;;;1
2281;-1;Paul;Holtby;;1969-2-26;Calgary;AB;Canada;;;0
2282;119;Derrick;Ferry;;1975-5-9;Toronto;ON;Canada;;;0
2283;49;Marcus;Antkowiak;;1963-5-11;Fort McMurray;AB;Canada;;;0
2284;49;Josh;Bartzen;;1956-10-18;Delta;BC;Canada;;;0
2285;60;Wesley;Ringrose;;1972-7-1;Hamilton;ON;Canada;;;0
2286;-1;Amandev;Arora;;1950-7-22;Richmond;ON;Canada;;;1
2287;50;Ian;Shmoorkoff;;1956-4-8;Oakville;ON;Canada;;;0
2288;-1;Josh;Hiebert;;1954-6-14;Surrey;BC;Canada;;;1
2289;50;Dylan;Sparks;;1959-8-3;Calgary;AB;Canada;;;0
2290;116;Blair;Speth;;1965-4-19;Halifax;NS;Canada;;;0
2291;-1;Quentin;Boilard;;1950-4-26;Quebec City;QC;Canada;;;1
2292;50;Mike;Hamilton;;1958-11-20;Brampton;ON;Canada;;;0
2293;51;Brock;Moran;;1954-1-20;Edmonton;AB;Canada;;;0
2294;51;Luke;Jamieson;;1952-8-1;Whitby;ON;Canada;;;0
2295;51;Tyson;Mitchell;;1956-2-14;North Bay;ON;Canada;;;0
2296;-1;Matthew;Cullen;;1953-2-12;Sudbury;ON;Canada;;;1
2297;-1;Liam;Linseman;;1956-11-7;St. Albert;AB;Canada;;;1
2298;-1;Allen;Overbey;;1954-6-8;Willow Spring;NC;The United States;;;1
2299;60;Sébastien;Bérubé;;1964-10-6;Châteauguay;QC;Canada;;;0
2300;100;Joshua;Wilks;;1974-5-18;Winnipeg;MB;Canada;;;0
2301;52;Dany;Larouche;;1960-11-26;Boucherville;QC;Canada;;;0
2302;52;Simone;Coppola;;1955-2-23;Kingston;ON;Canada;;;0
2303;53;Marcus;Krupp;;1959-12-18;Richmond Hill;ON;Canada;;;0
2304;60;Matthew;Briden;;1978-3-25;Edmonton;AB;Canada;;;0
2305;-1;Jesse;Palmer;;1955-1-11;Brampton;ON;Canada;;;1
2306;103;Élie;Labelle;;1973-5-6;Longueuil;QC;Canada;;;0
2307;-1;Scott;Wilkins;;1954-6-30;Markham;ON;Canada;;;1
2308;53;Samuel;Descôteaux;;1962-12-2;Montreal;QC;Canada;;;0
2309;-1;Marc;Lévy;;1953-12-30;Highlands;BC;Canada;;;1
2310;54;Dominick;Legault;;1958-12-14;Laval;QC;Canada;;;0
2311;101;Frank;Wagner;;1969-3-22;Halton Hills;ON;Canada;;;0
2312;116;Alexandre;Latour;;1967-7-6;Montreal;QC;Canada;;;0
2313;99;Dallas;Twa;;1979-2-5;Calgary;AB;Canada;;;0
2314;105;Taylor;Dallin;;1979-8-1;Winnipeg;MB;Canada;;;0
2315;102;Zakhar;Piganovich;;1972-12-31;Ivano-Frankivsk;IVA;Ukraine;;;0
2316;60;Colton;Doering;;1974-1-13;Edmundston;NB;Canada;;;0
2317;98;Yevgeny;Shadrikov;;1972-12-14;Odesa;ODE;Ukraine;;;0
2318;54;Zackary;Lecours;;1961-12-25;Saguenay;QC;Canada;;;0
2319;100;Jonathan;Froehlich;;1976-10-14;Caledon;ON;Canada;;;0
2320;113;Kevin;Rossignol;;1970-7-7;Port Coquitlam;BC;Canada;;;0
2321;103;Nicholas;James;;1967-4-13;Saskatoon;SK;Canada;;;0
2322;61;Mark;Odendaal;;1976-8-18;Hamilton;ON;Canada;;;0
2323;0;Matt;Howson;;1976-5-27;Edmonton;AB;Canada;;;0
2324;-1;Art;Jones;;1956-12-26;Gibsons;BC;Canada;;;1
2325;2;Ed;Milligan;;1968-11-4;Stockton;CA;The United States;;;0
2326;3;Toby;Sayre;;1962-1-21;Riverside;CA;The United States;;;0
2327;4;Jeff;Parks;;1966-11-2;Huntington;WV;The United States;;;0
2328;5;Flint;Peters;;1975-3-12;Albany;NY;The United States;;;0
2329;6;John;Craig;;1971-10-25;Costa Mesa;CA;The United States;;;0
2330;-1;Ron;Dole;;1951-4-2;Rio del Mar;CA;The United States;;;1
2331;8;Matt;Villiers;;1967-4-15;Clovis;CA;The United States;;;0
2332;9;Paul;Woodruff;;1978-8-17;Los Gatos;CA;The United States;;;0
2333;10;Preston;Boyd;;1977-11-28;Spring Valley;NV;The United States;;;0
2334;11;Larry;Inman;;1966-9-30;Anaheim;CA;The United States;;;0
2335;-1;Kelin;Fullerton;;1963-9-8;Toronto;ON;Canada;;;1
2336;14;Jeremy;Collier;;1979-5-22;Santa Ana;CA;The United States;;;0
2337;-1;Darren;Culver;;1963-3-14;San Tan Valley;AZ;The United States;;;1
2338;16;Ray;Corcoran;;1961-1-14;Othello;WA;The United States;;;0
2339;17;Josh;Arsene;;1979-12-12;Richmond;BC;Canada;;;0
2340;-1;Dan;Henley;;1950-10-4;Grand Rapids;MI;The United States;;;1
2341;19;Jeff;Grewar;;1975-1-19;Richmond;TX;The United States;;;0
2342;-1;Ryan;Kane;;1954-5-26;Canton;MO;The United States;;;1
2343;21;Anthony;Poe;;1964-5-12;Woodfield;SC;The United States;;;0
2344;22;Matt;Krause;;1976-4-11;Notre-Dame-de-Lourdes;MB;Canada;;;0
2345;-1;Christian;Stitt;;1960-5-9;Tremonton;UT;The United States;;;1
2346;24;Joseph;Raines;;1971-7-19;New Orleans;LA;The United States;;;0
2347;-1;Ben;Bellars;;1957-10-18;Dale City;VA;The United States;;;1
2348;26;Robert;Callwood;;1966-3-14;Indian Wells;CA;The United States;;;0
2349;27;Kevin;Maniago;;1968-12-21;Mission;BC;Canada;;;0
2350;28;Chris;Payne;;1968-5-23;Wichita;KS;The United States;;;0
2351;29;Dan;McGruther;;1962-7-4;Stockton;CA;The United States;;;0
2352;30;Brandon;Hallworth;;1973-5-14;Winthrop;MA;The United States;;;0
2353;30;Hunter;Koonce;;1966-10-24;New York;NY;The United States;;;0
2354;-1;Ken;Burney;;1960-5-13;Belton;MO;The United States;;;1
2355;-1;Larry;MacClure;;1959-1-9;Verona;NJ;The United States;;;1
2356;30;Alfredo;Salinas;;1976-6-18;Los Angeles;CA;The United States;;;0
2357;30;Jerry;Henderson;;1972-12-16;Hamden;CT;The United States;;;0
2358;30;Denny;Pottenger;;1956-1-3;Hubbard;OH;The United States;;;0
2359;30;Elliott;Ironside;;1959-4-27;Shreveport;LA;The United States;;;0
2360;31;Stan;Willis;;1976-9-27;Hutchinson;KS;The United States;;;0
2361;-1;Alexi;Schafer;;1953-9-4;Ancaster;ON;Canada;;;1
2362;-1;Steffen;MacMicking;;1957-5-4;New York;NY;The United States;;;1
2363;-1;Wilson;Oliver;;1958-2-3;New Bedford;MA;The United States;;;1
2364;-1;Lyle;Matcham;;1957-4-23;White Lake;MI;The United States;;;1
2365;36;Artie;Hall;;1976-7-16;New York;NY;The United States;;;0
2366;-1;Bobby;Pickett;;1951-5-23;Mitchell;IN;The United States;;;1
2367;38;J.J.;Mayfield;;1975-4-9;Los Angeles;CA;The United States;;;0
2368;-1;Kevin;LaFrance;;1950-11-14;West Bloomfield Township;MI;The United States;;;1
2369;40;Jim;Barnes;;1968-4-19;Los Angeles;CA;The United States;;;0
2370;41;Reggie;Messer;;1977-3-16;Hermitage;PA;The United States;;;0
2371;42;Brandon;Avery;;1966-12-4;Lowell;MA;The United States;;;0
2372;43;Robert;Reynolds;;1974-11-1;Mountlake Terrace;WA;The United States;;;0
2373;-1;Connor;Birdwell;;1960-8-25;Houston;TX;The United States;;;1
2374;45;Joe;Stalnacher;;1970-11-22;Ormond Beach;FL;The United States;;;0
2375;46;Thomas;Barr;;1972-6-28;Brockville;ON;Canada;;;0
2376;47;Jon;Randall;;1971-12-6;Minot;ND;The United States;;;0
2377;48;Jerry;House;;1975-9-9;Louisville;KY;The United States;;;0
2378;49;Tim;Hair;;1964-3-25;Leitchfield;KY;The United States;;;0
2379;50;Erwin;Jones;;1976-4-26;Southfield;MI;The United States;;;0
2380;-1;Logan;Lindsay;;1950-8-13;Toronto;ON;Canada;;;1
2381;-1;Brian;Bailey;;1951-5-8;Los Angeles;CA;The United States;;;1
2382;53;Victor;O'Donnell;;1969-12-18;Villa Park;IL;The United States;;;0
2383;-1;Curt;Wolfe;;1950-5-23;Whitney;NV;The United States;;;1
2384;-1;Tony;O'Keefe;;1950-6-14;Norfolk;VA;The United States;;;1
2385;-1;Foster;Vaughn;;1954-4-10;Glocester;RI;The United States;;;1
